Total Revenues,Total Expenditures,Enrollment,Average Math Score (4th Grade),Average Math Score (8th Grade),Average Reading Score (4th Grade),Average Reading Score (8th Grade)
4330089.0,4510972.0,646467.0,220.993596656925,271.561511404378,,
4536133.0,4350588.0,643730.0,,,,
4621025.0,4541670.0,654363.0,,,219.04206752609102,265.246740416014
4872025.0,4700494.0,660782.0,228.72634325953098,274.278472166639,219.044417325545,266.191435227824
5135262.0,5259909.0,663886.0,,,,
5444309.0,5750671.0,674502.0,231.492305367483,273.983027164396,219.926817858434,263.938418419941
6002056.0,6112978.0,679621.0,,,,
6226696.0,6351636.0,646360.0,235.087920190601,278.704749914375,222.432314246177,261.96595099365396
6637062.0,6793215.0,666019.0,,,,
6706922.0,6831006.0,669858.0,238.835902308004,279.284216093787,225.606242400736,266.854019810768
6881951.0,7092071.0,679901.0,,,,
7104589.0,7253850.0,672958.0,240.83070024317,281.608809706829,225.13506287332996,268.833963566714
7192430.0,7444529.0,681827.0,,,,
7216175.0,7413896.0,685009.0,241.469926794712,280.64544247634996,224.427540486587,269.616471686598
7229857.0,7346219.0,686789.0,,,,
7548871.0,7554887.0,688475.0,241.72776193105202,277.947260135803,228.05516833276198,267.772900145423
7745928.0,7786281.0,686440.0,,,,
,,,239.17825740582,277.714161796085,224.08058529007099,265.133438043566
,,,,246.442552990899,,
,,,204.140211329176,249.98392592402,203.689265435934,
3438321.0,3427102.0,795719.0,,,,
3571864.0,3539581.0,798312.0,,,196.76226783783002,
3791795.0,3735603.0,797061.0,,,,
3879633.0,3815375.0,796087.0,209.020670031591,252.38039469873698,,
4106095.0,4027228.0,808798.0,,,,
4443468.0,4379797.0,774561.0,,,204.226630274646,251.891860455233
4641847.0,4702496.0,764642.0,,,,
4785331.0,4807097.0,750755.0,217.963756187095,258.98200182432004,,
4982369.0,4939894.0,737223.0,,,,
5229238.0,5298267.0,725027.0,,,206.640449811813,256.268351413193
5478321.0,5515322.0,723252.0,226.247729119261,266.328359269062,204.729487524848,253.448288243581
5713792.0,5708535.0,721414.0,,,,
5975074.0,5941561.0,717625.0,230.23119641348597,267.755030846034,209.165658287644,252.691593269226
6780668.0,6032182.0,648313.0,,,,
7048732.0,6657341.0,662302.0,230.043119251121,272.386299598469,207.40680552969897,253.23829428128897
7751886.0,7599993.0,662971.0,,,,
7984550.0,8053960.0,662774.0,229.432455453722,272.379906697646,207.48613716309399,253.329004007468
8091029.0,8125021.0,663802.0,,,,
8022917.0,8218870.0,665109.0,230.778869270132,272.843333892634,210.410726308503,254.68834784390498
8477993.0,8504567.0,665478.0,,,,
8121179.0,7940880.0,671156.0,231.36630864378998,272.76096647842604,210.45496322432098,257.351242737394
8352703.0,8140649.0,665441.0,,,,
8448743.0,8437263.0,661015.0,234.28190182677002,268.432355132751,216.199337216284,255.46941777756902
8397136.0,8248660.0,660561.0,,,,
,,,228.971745398005,266.50676028364103,211.60052787486802,256.751471206395
,,,231.63883993862498,278.635384117375,226.810122899015,
1368095.0,1321846.0,211511.0,,,,
1357116.0,1338353.0,211731.0,,,228.38002677611098,
1446745.0,1438795.0,212154.0,,,,
1485138.0,1465093.0,213601.0,232.20704454562,284.059857433683,,
1537085.0,1527663.0,213241.0,,,,
1611926.0,1601411.0,212038.0,,,225.404455198134,272.647106316912
1708133.0,1699835.0,210245.0,,,,
1792390.0,1842276.0,209012.0,230.56864599996499,283.641703580061,,
1914551.0,1958646.0,207171.0,,,,
2041986.0,2057022.0,205344.0,,,224.50827816457803,269.821249244155
2162605.0,2154117.0,203848.0,237.61571038162498,281.903773320764,223.85949380546901,268.323265177592
2228749.0,2291174.0,201594.0,,,,
2324789.0,2325138.0,198745.0,240.691459684627,281.058540918142,224.57777217037602,269.983443790132
2381908.0,2381439.0,195675.0,,,,
2538161.0,2501127.0,193539.0,242.370603982666,286.47225311598703,225.54404578474097,269.920153818638
2594335.0,2582293.0,193058.0,,,,
2623127.0,2624504.0,187372.0,244.45573275395802,286.361425938805,223.790428000088,267.706499608477
2721365.0,2680693.0,187634.0,,,,
2654366.0,2728535.0,186835.0,244.257016536718,288.73229763660197,222.03733220763698,269.872413013173
2611056.0,2625759.0,187247.0,,,,
2650346.0,2535405.0,184682.0,245.84700179867198,288.73115973795603,224.83328901991797,269.193764016326
2675648.0,2550302.0,178709.0,,,,
2739589.0,2596180.0,176176.0,242.24465409976503,284.875476957911,223.728607946102,268.391236298695
2845391.0,2706103.0,179879.0,,,,
,,,239.898994523321,284.00300734202204,221.388602644001,268.93063240911
,,,,260.765590209676,,
,,,217.31770793589902,264.82549311365,211.04152293468002,
4918010.0,4898895.0,751850.0,,,,
5141505.0,5187683.0,772638.0,,,209.645496686524,
5580123.0,5610071.0,790938.0,,,,
5688918.0,5825606.0,805544.0,220.69496066923801,269.681431438747,,
6040883.0,6217120.0,818583.0,,,,
6521269.0,6519389.0,830744.0,,,214.929886926389,262.102922675169
6850334.0,6892276.0,841671.0,,,,
7419047.0,7355698.0,846582.0,222.310406824294,276.014360058913,,
7864290.0,7981362.0,852920.0,,,,
8430663.0,8568446.0,860640.0,,,217.211175377249,263.344864194438
8700979.0,8732518.0,866743.0,233.079852288453,277.71611251073995,218.67375979261502,261.59573193942504
9123493.0,8921938.0,869113.0,,,,
9906219.0,9782665.0,865561.0,238.42170673666402,277.930794576753,220.02958576564998,260.78238344543
10697117.0,10585292.0,860021.0,,,,
11674965.0,11541225.0,851640.0,240.32823069137902,285.734265236821,224.78126512650798,265.240121492132
13098112.0,12739693.0,845700.0,,,,
13147931.0,12757599.0,843781.0,243.795041028457,288.341565298202,226.047783920533,267.29805648900395
13327770.0,13205691.0,848252.0,,,,
13443940.0,13247697.0,851971.0,247.106555813795,287.997802255227,230.78284121169602,271.222896649808
13752912.0,13212140.0,853778.0,,,,
13814727.0,13284637.0,859252.0,245.16937954677502,286.641381102957,232.05597314742198,273.801903090503
13982544.0,13712839.0,865768.0,,,,
14491642.0,13882823.0,874108.0,239.49975090765,283.149034098785,222.944189619399,267.905529723763
14409321.0,13992191.0,879196.0,,,,
,,,240.601277324157,280.910245611123,225.04933454893998,267.250532713498
,,,226.59791777604198,272.783201271176,226.00108924526,
6121612.0,5679261.0,862495.0,,,,
6410757.0,6391131.0,877384.0,,,223.16007568134998,
7326904.0,6706082.0,893727.0,,,,
7129757.0,7479576.0,912330.0,228.96640259421002,277.565642048853,,
7585624.0,7479407.0,928519.0,,,,
7726497.0,8098720.0,942331.0,,,225.309860500514,268.872457894829
8388120.0,8673439.0,957402.0,,,,
9464271.0,9466363.0,958907.0,234.959613253214,283.123245551255,,
10613329.0,10572138.0,965934.0,,,,
11217085.0,11507438.0,959641.0,,,233.74841031731603,270.51826659124697
11591832.0,11382398.0,967200.0,241.664527429109,286.52069448017,227.604259402914,272.90664505005697
11979937.0,12033345.0,962488.0,,,,
12976279.0,12726283.0,955225.0,247.33704896217003,291.5135411152,231.279439344407,273.716062946534
14160242.0,13503621.0,949951.0,,,,
14407777.0,14315518.0,945070.0,252.430319790792,297.923344483955,235.753462061818,273.284048809294
14633578.0,14631545.0,937677.0,,,,
15298022.0,15174814.0,932437.0,252.25478970054797,298.854346618482,233.749463106304,273.58928971871103
14919763.0,14857823.0,929569.0,,,,
15396681.0,15150898.0,924903.0,253.39645576405,298.512431105164,236.773866580369,275.36851762846
15763456.0,15696061.0,922683.0,,,,
16114783.0,16201905.0,920968.0,253.03378520177898,300.568235011147,232.37315597277302,277.009559086016
16609204.0,16518383.0,920558.0,,,,
16985185.0,16972319.0,916130.0,250.56577782628202,296.908571436848,235.27542341878998,274.497568115749
17484704.0,17037880.0,921029.0,,,,
,,,249.10267390992803,297.04222521080004,235.699696767687,277.782588599843
,,,,264.398378104696,,
,,,219.878352304218,267.353194329414,216.033733125329,
11034174.0,11430958.0,1600650.0,,,,
11762546.0,12023935.0,1601845.0,,,,
12500208.0,12477806.0,1604527.0,,,,
13012080.0,13071893.0,1631131.0,226.25805638790797,276.866078248355,,
13759710.0,14235902.0,1684261.0,,,,
14712250.0,14905765.0,1680559.0,,,216.50139799809799,
15248112.0,15837858.0,1696275.0,,,,
15939477.0,16580526.0,1700074.0,230.886972490047,278.452666707407,,
16772419.0,17573761.0,1705088.0,,,,
18055855.0,18881772.0,1724961.0,,,218.613319556875,264.72304587388
18488359.0,19680370.0,1764327.0,235.68697467413898,276.441861597672,218.789056709096,264.37829249338796
18663799.0,20060708.0,1738976.0,,,,
19106382.0,20489512.0,1721351.0,237.70600298851102,277.346681960374,218.260689053895,261.138472348508
19714584.0,20626758.0,1714416.0,,,,
20576110.0,19839838.0,1686473.0,237.605553465148,276.830517083696,220.11845283265,260.31770609297297
20441973.0,20703780.0,1661936.0,,,,
19616665.0,19992550.0,1537515.0,236.279719737382,278.268168151681,218.23555034441898,261.898150017122
19393461.0,19967017.0,1510716.0,,,,
19374026.0,18469948.0,1455966.0,236.40221370650698,280.176517968298,218.860810368135,265.194041240472
18622316.0,18063824.0,1421312.0,,,,
18270327.0,17468264.0,1381167.0,236.819778402754,280.133597093752,217.36516772931998,265.942963067388
18457253.0,17358365.0,1363533.0,,,,
19025996.0,17742903.0,1345009.0,235.728893690295,278.168651923457,216.306630194926,264.496755061626
19416061.0,18001445.0,1335713.0,,,,
,,,235.55547254746202,279.50545469933604,217.75324201319302,265.468927541301
,,,,275.391078977074,,
,,,228.493596281064,282.392204641658,220.900719162895,
4862635.0,5290504.0,781566.0,,,,
5262482.0,5581140.0,802913.0,,,218.301709171959,
5744447.0,6155324.0,816695.0,,,,
6101416.0,6423285.0,827418.0,232.193088399935,284.048944634206,,
6304977.0,6890773.0,837847.0,,,,
6672384.0,6815289.0,841723.0,,,221.83011421782996,267.218236187418
6949149.0,7450965.0,843802.0,,,,
7344747.0,7736391.0,839839.0,235.27088758060398,287.651942187297,,
7836617.0,8221636.0,836386.0,,,,
8065042.0,8716123.0,832265.0,,,225.258514366717,
8484497.0,8938770.0,825674.0,241.91229558307703,290.680055978624,222.608962298108,267.711358412271
8688315.0,8963393.0,822245.0,,,,
8777363.0,9082593.0,814660.0,245.746191132071,290.074995791089,225.226578117864,268.35667287108896
9314477.0,9671933.0,812040.0,,,,
9693509.0,10030105.0,810104.0,246.997762406425,291.85111653854,224.917004310155,268.197442761373
10118118.0,10462624.0,807929.0,,,,
10353784.0,11193640.0,800831.0,249.455534206082,294.443320106986,223.336661773101,269.739820132507
10383935.0,10564774.0,799615.0,,,,
10912368.0,10612480.0,798891.0,249.186686145154,294.946422810345,222.30867236980401,270.148960241064
10681609.0,10696348.0,799736.0,,,,
10848720.0,10942019.0,802454.0,253.420961133202,294.592972603507,227.030741772012,271.019654579448
11168633.0,11300786.0,804580.0,,,,
11684249.0,11969872.0,807044.0,249.575846952089,294.147777973073,223.352919981062,270.23681775626204
12186135.0,12848946.0,811157.0,,,,
,,,248.804302567269,293.962375743927,224.538513441395,268.616822331955
,,,201.828261189784,246.458035433033,199.10906239865102,
1170109.0,1167032.0,329408.0,,,,
1911579.0,1919812.0,503374.0,,,201.529327838956,
2118973.0,2160068.0,503301.0,,,,
2241561.0,2268726.0,503602.0,208.434118577159,250.215489081725,,
2274700.0,2319324.0,503979.0,,,,
2400660.0,2543454.0,504792.0,,,204.301815338639,250.578131600625
2532681.0,2811852.0,502382.0,,,,
2743284.0,2996474.0,499362.0,210.97035028049703,254.033900269054,,
2823151.0,2930393.0,496513.0,,,,
3029559.0,3026111.0,492198.0,,,202.793328058965,255.02119273528402
3260771.0,3205193.0,491623.0,222.890600506289,260.911933580199,205.46440681013001,255.010828024612
3481643.0,3473928.0,492557.0,,,,
3639643.0,3610904.0,494382.0,226.698844722803,262.456242710419,204.39360704930303,250.530668896407
4279581.0,4066036.0,493952.0,,,,
4220926.0,4158733.0,494135.0,227.612377077088,264.890918700127,207.809518812675,250.063570104392
4449009.0,4363308.0,493302.0,,,,
4392101.0,4552756.0,491194.0,227.262260849183,265.001958154729,210.50651753667802,251.305654614612
4466377.0,4504257.0,491651.0,,,,
4516742.0,4345783.0,490526.0,229.868022217831,269.235645624753,209.18802012976502,253.83344043271302
4477828.0,4423270.0,490619.0,,,,
4444064.0,4370050.0,492847.0,231.105721411129,271.160967287249,208.518536453726,253.14781817765498
4480105.0,4463078.0,492421.0,,,,
4592343.0,4624539.0,490189.0,234.243053139768,270.580479347121,214.110686915211,251.97616520927798
4755399.0,4631356.0,486245.0,,,,
,,,234.69419302812,270.91490754267,215.203305690064,256.344701137275
,,,222.21559976008098,271.131544740125,220.049405350833,
4196601.0,4234845.0,834636.0,,,,
4488359.0,4575564.0,852324.0,,,216.898079209576,
4852467.0,4957215.0,862505.0,,,,
5251014.0,5277785.0,873867.0,224.734461780233,273.284887242559,,
5550134.0,5527705.0,899750.0,,,,
5990499.0,5849648.0,909441.0,,,216.18255868340302,262.90367876662003
6238901.0,6228001.0,911563.0,,,,
6675260.0,6708608.0,913517.0,228.55281380601502,273.575780410819,,
7081783.0,7100685.0,911673.0,,,,
7455539.0,7636924.0,909918.0,,,220.171767157677,267.909415312882
7622601.0,7905481.0,921625.0,234.836425354607,278.766250348876,222.260230125215,267.363673296442
7893957.0,7896438.0,914055.0,,,,
8340865.0,8170965.0,902659.0,235.035547623939,276.44993926095003,221.16862279503,264.659368767086
8846493.0,8654672.0,913765.0,,,,
8908844.0,9245525.0,910142.0,239.411102894897,280.619538285703,220.776827870135,263.442315999206
9335599.0,9900419.0,898350.0,,,,
9472520.0,10227305.0,893807.0,240.684380944942,285.808001946777,223.84235777869597,266.876460156868
9587703.0,10139784.0,897348.0,,,,
9915356.0,9842505.0,896702.0,240.494831043156,281.947646246654,220.346171042259,266.76205134969103
10022622.0,9910617.0,893221.0,,,,
10103589.0,10001763.0,897224.0,239.548361930055,282.988457911702,222.33418590941602,267.215011778953
10256615.0,10324249.0,892992.0,,,,
10623391.0,10540353.0,892779.0,238.964922500718,280.821425670635,222.72551679114,266.876351831946
10893231.0,10719882.0,891554.0,,,,
,,,239.502289164298,280.596021606445,222.68108112812197,266.03500691502103
,,,,280.497342352668,,
813998.0,833435.0,158875.0,,,,
878986.0,878084.0,163968.0,,,222.301419050803,
911284.0,899635.0,164109.0,,,,
944623.0,924259.0,165390.0,227.51623614729,283.003869962468,,
989991.0,972059.0,164464.0,,,,
1035636.0,1007146.0,162164.0,,,226.149056807806,270.21341948159
1049369.0,1026263.0,159813.0,,,,
1104935.0,1051768.0,157381.0,229.812004834534,286.584607021488,,
1139959.0,1129098.0,154700.0,,,,
1168799.0,1163960.0,151751.0,,,224.162866032429,270.165042334049
1205602.0,1214879.0,149801.0,235.75491526568902,285.928022552419,222.74654162772703,269.833415980195
1270790.0,1241417.0,148168.0,,,,
1293070.0,1268328.0,146552.0,240.575488552507,286.432001216413,224.552179792932,269.224129746888
1375638.0,1377599.0,145259.0,,,,
1474306.0,1442434.0,144258.0,243.618811261651,287.07552895369497,226.66653258748403,270.937849960978
1562815.0,1557678.0,142695.0,,,,
1607935.0,1622485.0,141782.0,244.400751913997,291.542942879491,224.651750127955,270.393925995333
1623971.0,1642886.0,141693.0,,,,
1631810.0,1655584.0,141529.0,243.796606541624,292.907804277033,225.144216219664,272.87414076560697
1628318.0,1652537.0,142237.0,,,,
1671053.0,1679521.0,142797.0,243.69888459472,289.228453008852,222.982749322942,271.765782480696
1729712.0,1754324.0,144034.0,,,,
1804339.0,1804841.0,144447.0,241.287048262014,287.464005517244,224.757393529067,269.956777592733
1800909.0,1879789.0,145240.0,,,,
,,,240.72163449861802,285.600436850241,222.326721838733,267.208219320757
,,,,275.673962105345,,
,,,225.33264753313202,277.654523381042,221.176841973787,
1625242.0,1642376.0,281354.0,,,,
1710913.0,1769248.0,283962.0,,,220.034963055612,
1832463.0,1874253.0,285836.0,,,,
1909834.0,1940808.0,289251.0,227.54399272942402,282.76960686188204,,
1994021.0,1946725.0,290883.0,,,,
2062836.0,1966403.0,291570.0,,,,
2212104.0,2062226.0,290383.0,,,,
2263952.0,2165529.0,287566.0,225.945335824734,280.618068695496,,
2355374.0,2344564.0,285331.0,,,,
2528312.0,2562812.0,283789.0,,,221.56523924816798,269.948920609891
2600831.0,2623966.0,283934.0,236.254108414529,282.19375596569597,220.61180206660597,266.313690432675
2734724.0,2667987.0,284170.0,,,,
2895640.0,2708776.0,284553.0,237.706178475691,283.9629910353,221.377462774998,267.455694338449
3107061.0,2867250.0,285547.0,,,,
3234014.0,3117931.0,287135.0,238.040808639328,283.65059864617297,222.902554305927,267.030850555401
3383157.0,3325663.0,290912.0,,,,
3522481.0,3523803.0,292161.0,238.748463363704,284.259093531038,222.523307331545,267.067856574245
3720560.0,3640199.0,294948.0,,,,
3879388.0,3676326.0,297659.0,239.80326865057597,283.197044839966,223.311726013091,267.70386518897203
3764056.0,3880517.0,300941.0,,,,
3870164.0,3913038.0,303242.0,243.157929125431,285.061348473454,223.252785111637,269.221914635868
4005091.0,4008633.0,307398.0,,,,
4248695.0,4283846.0,312281.0,243.863666875446,286.49856348622797,226.634610885937,269.426210864772
4398811.0,4640422.0,315542.0,,,,
,,,245.59067458725,288.405955332178,224.096224936306,268.528555260402
1148268.0,1265367.0,222846.0,,,,
1266549.0,1344245.0,235800.0,,,,
1367710.0,1381200.0,250749.0,,,,
1551169.0,1608989.0,265041.0,217.62261218492,,,
1701290.0,1905940.0,282131.0,,,,
1906860.0,2030065.0,296621.0,,,207.59793005728199,256.838401303912
2089048.0,2298474.0,311063.0,,,,
2252416.0,2437438.0,325610.0,220.27486645014,268.18159911998,,
2381897.0,2692840.0,339451.0,,,,
2592064.0,2913023.0,354869.0,,,209.129161847526,251.36320098116198
2778564.0,3009028.0,369498.0,227.513598313738,268.04313771367,206.959682725248,252.309915677623
3069531.0,3228619.0,385414.0,,,,
3381646.0,3483540.0,399727.0,229.87159551387995,269.905585503685,207.186974378559,252.86906252292005
3691628.0,4022979.0,412747.0,,,,
4006081.0,4346371.0,422782.0,231.781600510466,270.80402437492296,210.819009123413,252.348473866768
4338601.0,4881218.0,428776.0,,,,
4442101.0,4577881.0,430985.0,235.152273891367,274.148541684888,211.140588986901,253.84095441962998
4262471.0,4260869.0,423859.0,,,,
4146577.0,4258855.0,429610.0,237.031878873139,278.113153726165,212.575191683097,258.19326424883997
4053945.0,4109706.0,428526.0,,,,
4131800.0,4057443.0,431776.0,236.262899387868,278.28668090862004,213.75531361813802,261.695982235772
4203255.0,4043820.0,435765.0,,,,
4345419.0,4183085.0,438948.0,233.827016206925,275.171868843271,214.425584466776,259.417376365165
4482886.0,4374249.0,441623.0,,,,
,,,231.685162157891,275.36545551406897,214.84169616634603,259.806407268129
,,,,273.147248796745,,
,,,229.664563843433,278.216325585348,227.71482466697998,
1109743.0,1091814.0,177722.0,,,,
1145147.0,1119762.0,181688.0,,,223.466139521211,
1197945.0,1232465.0,186239.0,,,,
1269380.0,1295106.0,191004.0,,,,
1339186.0,1431472.0,193524.0,,,,
1420100.0,1428447.0,196734.0,,,225.71564134755798,
1498286.0,1491560.0,201252.0,,,,
1586869.0,1640395.0,203178.0,,,,
1757828.0,1796043.0,204721.0,,,,
1887115.0,1956047.0,203072.0,,,,
2028602.0,2122604.0,203702.0,243.11014219523702,286.198468660005,227.789508496749,270.734453004041
2194562.0,2236010.0,203359.0,,,,
2332695.0,2333264.0,202223.0,245.62592639978698,285.2533570362,227.438324133747,269.65127033258597
2459051.0,2494247.0,201044.0,,,,
2600123.0,2608190.0,198625.0,248.571526557139,287.55706095499403,229.01717335240897,269.734588561039
2715463.0,2715961.0,195668.0,,,,
2816162.0,2757401.0,197024.0,251.071752631735,292.321817220053,229.144520432665,270.748158823326
2906573.0,2856965.0,196648.0,,,,
2947007.0,3001244.0,189275.0,251.77883682247003,292.10873973776,230.392676367953,272.078626455018
2963221.0,2961684.0,190778.0,,,,
2976317.0,2878534.0,187703.0,252.993525166642,295.665123344221,231.998366395397,274.307731748779
3042994.0,2960615.0,184846.0,,,,
3093061.0,3044720.0,183039.0,249.150621351838,294.413018726344,231.94984764811198,274.8067462817
3150473.0,3124778.0,179682.0,,,,
,,,245.319838570829,293.290654433387,228.900649270634,274.786039733195
,,,,269.664075949166,,
,,,227.14804704408903,271.90556119235697,222.963653783424,
6747567.0,6641624.0,653488.0,,,,
6957898.0,6765105.0,651554.0,,,219.39046831622898,
11870183.0,11961696.0,1171658.0,,,,
12389781.0,12469216.0,1193928.0,227.24016718489,,,
12910890.0,13242022.0,1216721.0,,,,
13786951.0,13973201.0,1238948.0,,,,
14977501.0,14927302.0,1257772.0,,,,
15651060.0,15907248.0,1279542.0,,,,
16854895.0,17144456.0,1301195.0,,,,
18071365.0,18155147.0,1326196.0,,,,
19785039.0,19812932.0,1350330.0,238.776541201516,281.40711990453605,225.07332803577003,267.786953088416
21398391.0,21467607.0,1363189.0,,,,
23026334.0,23023365.0,1368959.0,243.978931397732,283.902604236295,223.298393451738,269.423228138126
23915685.0,24177714.0,1371155.0,,,,
25293076.0,25572112.0,1363804.0,248.621522373251,288.583451449458,230.64697200837998,270.141550284263
25916004.0,26168480.0,1353191.0,,,,
26510413.0,26145334.0,1354912.0,246.52986977977997,292.657227109585,229.394486392659,272.80263385761003
26676217.0,26736651.0,1369553.0,,,,
26242376.0,25716298.0,1399409.0,248.00416256175097,294.138771366004,231.23762972371003,275.183164316271
27574528.0,26432652.0,1330300.0,,,,
28070096.0,28179900.0,1338657.0,246.87090919859298,296.053351131027,228.71974406764198,276.37798779341
28454548.0,27742203.0,1335350.0,,,,
29335237.0,28809725.0,1339230.0,245.383220077076,293.36593817877,229.487674441138,270.85371153052995
30012666.0,29665476.0,1364473.0,,,,
,,,247.855231175611,291.698552399307,232.943318467524,275.04455230693
,,,,256.422988469222,,
,,,213.299089872535,259.606717651222,210.73844398421298,
1217194.0,1223185.0,281407.0,,,,
1342868.0,1223759.0,286759.0,,,204.535910683103,
1646265.0,1540683.0,327253.0,,,,
1750519.0,1642517.0,329661.0,213.844024972342,261.970366722903,,
1768148.0,1826524.0,332849.0,,,,
1913783.0,1933538.0,331673.0,,,205.948605264999,257.532427542738
2068337.0,2098998.0,328715.0,,,,
2191695.0,2165031.0,324489.0,213.868300752056,259.844673042444,,
2373143.0,2315182.0,319524.0,,,,
2537261.0,2542682.0,317548.0,,,207.50117018395198,253.662756337578
2626262.0,2658140.0,320264.0,222.51800923908297,263.27290665162496,203.185312558191,251.59915596535402
2855893.0,2882631.0,323066.0,,,,
2982991.0,3011696.0,326102.0,224.027218256997,263.275162986677,206.79162070609902,251.03333074844502
3094036.0,3099738.0,326761.0,,,,
3272953.0,3279467.0,327816.0,228.06431284199502,267.53807866263304,211.631884615174,250.75317445252998
3569311.0,3599724.0,329045.0,,,,
3703477.0,3945515.0,328737.0,230.029589245712,269.704253797704,207.645730781769,254.129173669956
3638606.0,3814058.0,331436.0,,,,
3591330.0,3694437.0,331373.0,232.840370734081,274.454701456959,208.01411935219,255.86163460115003
3478709.0,3616691.0,328690.0,,,,
3518621.0,3536546.0,327209.0,232.78143293135602,272.76180889422903,205.756405354204,255.87007704604198
3601387.0,3576216.0,326637.0,,,,
3789651.0,3846641.0,326297.0,231.167235964367,270.897534405553,207.24044637637698,253.227767643793
3765069.0,3729397.0,319861.0,,,,
,,,229.704281935704,269.374084020303,207.704353543603,255.578543060787
,,,,260.795812629884,,
,,,218.44553529257303,266.422300096356,214.625123268518,
22688753.0,23934282.0,2663637.0,,,,
23933662.0,25359726.0,2702937.0,,,211.74092082461001,
25063999.0,26540967.0,2738361.0,,,,
26026366.0,26974514.0,2788343.0,222.634058698567,270.23148604297796,,
26775074.0,28227561.0,2818497.0,,,,
27900803.0,29853891.0,2834992.0,,,215.77921569418098,266.311662282306
30215370.0,31841870.0,2850352.0,,,,
31906526.0,33683043.0,2861478.0,226.559060716282,276.262858771617,,
34373567.0,38062603.0,2856277.0,,,,
35748163.0,39585780.0,2846068.0,,,222.445054715407,263.948636520536
38033080.0,41603390.0,2879228.0,235.930075481869,279.749257044273,222.18820710677602,265.329794503317
40820776.0,42953568.0,2842785.0,,,,
43936450.0,45086872.0,2816426.0,238.173976704232,279.716253699868,222.695200017251,265.13856181731603
47018793.0,48359774.0,2787366.0,,,,
50762544.0,51253984.0,2754976.0,242.54301817964298,280.14117723747603,223.75202728955898,263.54571646767005
53147343.0,54870811.0,2727552.0,,,,
55885116.0,57851481.0,2696688.0,240.641098758037,282.576915418605,224.36874884831101,264.288057457975
55453300.0,60067253.0,2697357.0,,,,
57753776.0,59446908.0,2677412.0,237.519942618542,280.45302609298597,222.49381094408798,265.69702830715
58981073.0,60216421.0,2644029.0,,,,
59623918.0,60505950.0,2629805.0,240.34981686683898,281.807787831651,223.81336257733997,266.346063235407
61337112.0,62556193.0,2619312.0,,,,
63712218.0,65094591.0,2631532.0,236.796927043204,280.089220069279,222.64630319770302,263.247658592835
66912661.0,68282026.0,2590945.0,,,,
,,,235.548457260667,281.687999953596,221.884015359739,264.15758419309
,,,,250.348487219657,,
,,,212.884489891009,258.405374807984,211.54592724424597,
5583166.0,5475174.0,1112636.0,,,,
5648390.0,5740906.0,1131662.0,,,214.358085541861,
6076939.0,6217951.0,1155248.0,,,,
6516400.0,6517111.0,1181600.0,224.32512493822497,267.834560282947,,
6827952.0,7007690.0,1208695.0,,,,
7516979.0,7688076.0,1230010.0,,,216.83746284431197,263.591741914869
8476795.0,8674393.0,1244926.0,,,,
9064700.0,9275837.0,1261586.0,232.46306482817698,280.127947198885,,
9670620.0,9807815.0,1277013.0,,,,
9701231.0,9882399.0,1296156.0,,,221.634039776418,265.022858505901
9907235.0,9989670.0,1314632.0,242.04012560616403,281.240350571106,221.220579655011,261.71164481782
10569600.0,10263463.0,1325707.0,,,,
11098165.0,10917913.0,1347177.0,241.23554932895803,281.82513658657797,217.13444866524398,258.160185489234
11709885.0,11725031.0,1378306.0,,,,
13063307.0,12794086.0,1416028.0,241.617994022296,283.880668759806,217.934042613497,259.13670308841097
13610326.0,13731201.0,1408316.0,,,,
15410564.0,14868070.0,1452064.0,243.77846013203302,284.332635252336,219.296045907462,259.528486560755
16621268.0,14162497.0,1444409.0,,,,
14409515.0,13767024.0,1448117.0,244.51790076388198,286.267028242857,221.356963571717,262.928956255321
12788659.0,13418244.0,1462172.0,,,,
12729402.0,13650536.0,1468228.0,244.801732892983,285.645388424867,222.227715159886,264.540999710832
13462754.0,13540706.0,1441391.0,,,,
13146934.0,14060699.0,1465031.0,243.74226678887902,281.331091062317,225.810590900179,260.594556550199
13448045.0,14207389.0,1462036.0,,,,
,,,240.951393074866,281.926028447068,223.930906236334,262.720476897929
,,,,281.100428162171,,
,,,228.66281534053903,283.213074712775,225.51595067402303,
580148.0,588983.0,118793.0,,,,
603902.0,621313.0,118778.0,,,225.23908328462997,
642234.0,621904.0,119288.0,,,,
655971.0,657809.0,119102.0,230.904183161864,284.222267982804,,
683331.0,679692.0,118433.0,,,,
731384.0,715126.0,116813.0,,,,
770094.0,756337.0,114546.0,,,,
812982.0,802768.0,112349.0,230.892957801454,283.073844051673,,
818139.0,814838.0,108788.0,,,,
846759.0,838666.0,105936.0,,,223.59155804258202,268.090026516872
882913.0,895278.0,103785.0,237.57738683297902,287.14464048292,221.642245735878,269.73035434547
925393.0,957480.0,101889.0,,,,
969520.0,985502.0,100413.0,242.73699505931702,286.960953441317,224.810846710111,270.243755830946
1008339.0,1017084.0,98172.0,,,,
1045678.0,1042175.0,96577.0,245.415854173904,291.561611918756,226.325481086957,268.017670542433
1104803.0,1085970.0,94959.0,,,,
1150142.0,1137260.0,94653.0,245.18952627082996,292.842488544915,225.967471901352,269.239984852546
1308214.0,1267426.0,94997.0,,,,
